,text,tanggal,bahasa
2126,"@RinceMarinca @we_like_toparty @morartythepatr1 Mutasi virus itu alami sifatnya, akan semakin cepat menyebar tapi semakin ringan hingga akhirnya jadi endemi..gak ada ilmunya orang yg blm divaksin bs mengakibatkan mutasi virus 🤣🤣🤣 ilmu pedagang vaksin utk jualan booster itu mah 🤣🤣🤣🤣",2022-02-11 02:41:10+00:00,in
2127,"Prokes Jangan Kendor
https://t.co/HwSuc1IkwU",2022-02-11 02:40:18+00:00,in
2128,"RT @poldajateng_: Kemenkes Terbitkan Sertifikat Vaksin Covid-19 Internasional Sesuai Standar WHO 

• Termasuk kode QR yang tercantum 
• Bis…",2022-02-11 02:40:11+00:00,in
2130,"Bagi #tamangKN maupun #wargaKN yang belum mendapatkan vaksin booster, diharapkan tetap bersedia untuk menunggu divaksin ya! Mari katong bersinergi untuk menurunkan angka Covid-19 ! Jangan lupa tetap patuhi protokol kesehatan ya tamang ! 
#ditjenkn
#kpknlambon
#sinergi",2022-02-11 02:39:25+00:00,in
2131,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
Prokes Jangan Kendor
https://t.co/tlCLVrTCbD",2022-02-11 02:37:46+00:00,in
2132,"Terlebih orang2 para budak korporat bin kuli pabrik kek aing, misal ada org yg abis booster vaksin lalu bergejala dan lebih dari dua hari ditanya dah sama org personaliany , eeehh suruh Swab😌 finally hasilny positif karna lagi gabaik2 aj tuh badan WESSS ANGELL isoman maning!",2022-02-11 02:37:37+00:00,in
2133,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
https://t.co/YXRI4ucwuk

Prokes Jangan Kendor",2022-02-11 02:37:25+00:00,in
2135,"@purpleesky_ ke 1 aku gpp kemarin. Pas vaksin kedua, udah tepar aja. Terus muncul kayak bintik² merah tapi sakit. Makanya booster agak takut 😁

Tapi udh mempersiapkan diri juga kok ini 🤭. Makasih ya 🙏",2022-02-11 02:36:24+00:00,in
2136,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman
Prokes Jangan Kendor
https://t.co/5zdREuDEsQ",2022-02-11 02:36:00+00:00,in
2137,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman
Prokes Jangan Kendor
https://t.co/mszYePl5LA",2022-02-11 02:35:52+00:00,in
2138,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda

Prokes Jangan Kendor
https://t.co/CGtkhgViMZ",2022-02-11 02:35:19+00:00,in
2139,"Lagi marak bgt yg pada abis vaksin booster lalu setelahnya bergejala,bahkan ada yg lengan bekas suntikan jarumny sampe ungu dan 2 hari bahkan lebih gabisa ngapa2in tuh tanganny",2022-02-11 02:35:08+00:00,in
2140,Vaksin booster di bandung selain di cikapayang dimana lagi ya ?,2022-02-11 02:35:04+00:00,in
2141,@engingengng Booster aja kaa wkwk udh vaksin kedua kok,2022-02-11 02:34:59+00:00,in
2142,grgr vaksin booster jd tumbang😔,2022-02-11 02:34:30+00:00,in
2143,@naylaauliaa Vaksin booster oleh opo kanel?,2022-02-11 02:34:19+00:00,et
2144,"Freeport Target 25 Ribu Karyawan Ikuti Vaksin Booster, Tony Wenas Beri Apresiasi https://t.co/tGg7MKvDgL #BERITAUTAMA #MIMIKA",2022-02-11 02:34:02+00:00,in
2145,"pokoknya syaratnya sih KTP WNI, udah ada tiket booster di peduli lindungi, jarak dgn vaksin terakhir 6 bulan, dan coba tanya dulu vaksin boosternya nanti apa pfizer atau astra atau moderna atau yg lain",2022-02-11 02:33:57+00:00,in
2146,"@KemenkesRI Buktinya mana klo vaksin efektif mencega infeksi Omicron pada anak atw bahkan org dewasa.. data  pasien yg saat ini dinyatakan covid berapa?
Berapa yg tidak di vaksin?
Berapa yg divaksin tahap 1?
Berapa yg tab 2?
Berapa yg Booster?
Berani BUKA2AN? Blm ngomongin soal KIPI y!",2022-02-11 02:33:35+00:00,in
2147,@farahaninadia_ Okay lah camtu. Ingat nak ambik az sbb taknak campur2 vaksin. Tapi tu lah baca ramai juga yang dari az pastu booster pergi pfizer.,2022-02-11 02:32:57+00:00,in
2148,"Tak perlu takut Vaksin Booster 

Prokes Jangan Kendor https://t.co/pfB37jowLw",2022-02-11 02:32:53+00:00,in
2149,Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman. Prokes Jangan Kendor https://t.co/uEzCXev2kD,2022-02-11 02:32:37+00:00,in
2150,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda

Prokes Jangan Kendor
https://t.co/xOaLJJpJpk",2022-02-11 02:32:36+00:00,in
2151,Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman. Prokes Jangan Kendor https://t.co/6LCO3ek6aG,2022-02-11 02:32:29+00:00,in
2152,Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman. Prokes Jangan Kendor https://t.co/n5jemo9BNN,2022-02-11 02:32:23+00:00,in
2153,"GUBERNUR KALTENG IMBAU MASYARAKAT TIDAK PERLU TAKUT VAKSIN BOOSTER
Prokes Jangan Kendor https://t.co/7HuWrLMaRA",2022-02-11 02:31:50+00:00,in
2154,ASN di Kota Payakumbuh Wajib Ikuti Vaksin Booster  https://t.co/LX3K4RR98n,2022-02-11 02:31:23+00:00,in
2156,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda

Prokes Jangan Kendor
https://t.co/mDdU0eRlmr",2022-02-11 02:30:54+00:00,in
2157,"RT @bobby_update: Bagi masyarakat di Malang dan sekitarnya, ini ada kesempatan vaksin booster di RSU UMM. Monggo disimak
https://t.co/y2svC…",2022-02-11 02:30:53+00:00,in
2158,"Gubernur Kalteng imbau masyarakat tidak perlu takut vaksin booster
Prokes Jangan Kendor https://t.co/9JHcXw7Cbc",2022-02-11 02:30:39+00:00,in
2159,"@azizpradana06 yaa sabar menunggu antrian dulu berarti mas, dapet vaksin booster apa?",2022-02-11 02:30:36+00:00,in
2160,Habib Ahmad Alaydrus Ajak Vaksin Booster Halal https://t.co/2gMWURqZ09,2022-02-11 02:30:12+00:00,et
2161,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman
Prokes Jangan Kendor
https://t.co/po1PFOUc8l",2022-02-11 02:30:05+00:00,in
2162,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
Prokes Jangan Kendor
https://t.co/2ccYtTzDTO",2022-02-11 02:29:55+00:00,in
2164,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda. Prokes Jangan Kendor
https://t.co/K0V8bBxyIQ",2022-02-11 02:29:08+00:00,in
2165,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman. Prokes Jangan Kendor
https://t.co/bK0T7teqp6",2022-02-11 02:29:05+00:00,in
2166,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda

Prokes Jangan Kendor
https://t.co/iSBy70dhw8",2022-02-11 02:28:51+00:00,in
2167,"Tak perlu takut Vaksin Booster 

Prokes Jangan Kendor https://t.co/ey80rKRAgI",2022-02-11 02:28:45+00:00,in
2168,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda. Prokes Jangan Kendor
https://t.co/EYe4vS6FzJ",2022-02-11 02:28:03+00:00,in
2169,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman. Prokes Jangan Kendor
https://t.co/0a71AcMtrZ",2022-02-11 02:27:58+00:00,in
2170,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman
Prokes Jangan Kendor
https://t.co/yLAQWFy4xI",2022-02-11 02:27:45+00:00,in
2172,"@HennySulistyan2 Baik, apabila telah mendapatkan Etiket undangan vaksinasi booster dari PeduliLindungi silakan datang langsung ke Puskesmas setempat untuk dijadwalkan dengan membawa KTP-el, Kartu vaksin dan Etiket PeduliLindungi.
Terima kasih -NH",2022-02-11 02:27:25+00:00,in
2173,"*Vaksin ke-3 Booster. Jum'at, 11 Februari 2022 di Bapermas RW. 02 Karanganyar, Kel/Kec. Kesambi, Kota Cirebon, Jawa Barat*. *Sengaja Menjerit*. ☝️😂😂🤭🤭 https://t.co/GZlVy92D5T",2022-02-11 02:27:02+00:00,in
2175,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda

Prokes Jangan Kendor

https://t.co/lfaaQF0S8y",2022-02-11 02:24:56+00:00,in
2177,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/cjRF4ZlsxJ",2022-02-11 02:23:23+00:00,in
2178,Video Seorang Bertindak seperti Zombie setelah Disuntik Vaksin Booster https://t.co/zf9hEHZS5f,2022-02-11 02:23:12+00:00,in
2179,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda

Prokes Jangan Kendor
https://t.co/t1cdTkakPu",2022-02-11 02:23:02+00:00,in
2180,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
https://t.co/irPuiFLCnH

Prokes Jangan Kendor",2022-02-11 02:22:45+00:00,in
2181,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman.

Prokes Jangan Kendor
https://t.co/3qALqJvL0U",2022-02-11 02:22:36+00:00,in
2182,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda.

Prokes Jangan Kendor
https://t.co/GatTMfCcIF",2022-02-11 02:22:26+00:00,in
2185,"Antara tepar habis vaksin booster, tp pengen unboxing tas yg paketnya udah smp di pos security semalem, dan kerjaan yg menumpuk 😭",2022-02-11 02:21:59+00:00,in
2186,"Tak perlu takut Vaksin Booster 

Prokes Jangan Kendor https://t.co/gYcSOaKv2r",2022-02-11 02:21:31+00:00,in
2187,"Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan Muhadjir Effendry mengatakan, vaksin Merah Putih tak hanya akan digunakan sebagai vaksin booster di dalam negeri, tp juga akan dihibahkan ke luar negeri

Selengkapnya :
https://t.co/zMMwzkRijb",2022-02-11 02:21:05+00:00,in
2188,"@garuda080 Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman
Prokes Jangan Kendor
https://t.co/D0qjv77nwX",2022-02-11 02:20:54+00:00,in
2189,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda, Prokes Jangan Kendor
https://t.co/hkYILkZJL5",2022-02-11 02:20:45+00:00,in
2190,Wkwkwk udah vaksin booster,2022-02-11 02:20:36+00:00,in
2191,"@chingujimtae Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
Prokes Jangan Kendor
https://t.co/igJTBcqlT3",2022-02-11 02:20:07+00:00,in
2192,"RT @DisnavPalembang: #kawanlaut, Kantor Distrik Navigasi Kelas I Palembang menyelenggarakan vaksin Booster jenis Pfizer dengan dosis 50% pa…",2022-02-11 02:19:53+00:00,in
2193,"Waktu ikutan booster kemaren heran, kenapa sinopharm ga bisa dapet booster semudah itu? Harus homolog atau dengan zivifax. Gugling² ga ketemu alasan pastinya. Nanya deh ke temen yang ikutan bikin vaksin..

Jawabnya,
Wes tho.. iki penuh dengan politik 😌",2022-02-11 02:18:53+00:00,in
2194,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman. Prokes Jangan Kendor
https://t.co/R33eXccXqk",2022-02-11 02:18:52+00:00,in
2195,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda. Prokes Jangan Kendor
https://t.co/YJ227CB3Mo",2022-02-11 02:18:44+00:00,in
2196,"RT @OposisiCerdas: Tak Perlu Vaksin Booster, Siti Fadilah Bongkar Kebohongan Omicron di RI
https://t.co/9rFLAVw1KN",2022-02-11 02:18:40+00:00,in
2197,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/ngRSJ60Eg7",2022-02-11 02:18:22+00:00,in
2198,@BanaBon07 minta infonya dong vaksin booster,2022-02-11 02:18:16+00:00,in
2199,"@Khairykj Assalamualaikum YB, saya baru keluar wad di sebabkan serangan jantung, persoalannya perlukah saya mendapatkan booster setelah lengkap 2dos vaksin sinovac sebelum ini, sedangkan kesihatan saya seperti tidak mengizinkan",2022-02-11 02:18:13+00:00,in
2200,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman, Prokes Jangan Kendor
https://t.co/7dTqLshgl0",2022-02-11 02:17:43+00:00,in
2201,"Pada hari Jumat, Tanggal 11 Februari 2021 pukul 08.00 1 orang anggota Koramil 07/Selo berserta anggota jajaran koramil lainnya melaksanakan Vaksin Booster di Klinik Kartika Kodim 0724/Boyolali.
Kegiatan berlangsung aman dan lancar. https://t.co/rNvqauSTRr",2022-02-11 02:17:26+00:00,in
2202,"taat prokes, minum vit. d high dose, udah vaksin booster bye omicron",2022-02-11 02:16:38+00:00,et
2203,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda, Prokes Jangan Kendor
https://t.co/0sgFenXAyN",2022-02-11 02:16:10+00:00,in
2205,"Kemarin, pulang kerja langsung beberes rumah, nyuci, nyetrika. Soalnya hari ini mo booster, jaga2 pasca vaksin pegel2 atau gaenak badan jd rumah dah rapi. Eh gataunya bangun tidur kepala migrain, badan pada sakit. Akhirnya cancel lagi. 3mg yg lalu mo booster, mata iritasi 🤪",2022-02-11 02:15:13+00:00,in
2206,"@digidaw_yeyeye Hai Kak, untuk saat ini terkait vaksin booster silakan lakukan pengecekan pada aplikasi peduli lindungi yang Kamu miliki dan mengikuti instruksi sesuai dengan jadwal atau undangan di aplkasi tersebut. Terima kasih^may",2022-02-11 02:15:08+00:00,in
2207,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman
Prokes Jangan Kendor
https://t.co/SeIftUpoFV",2022-02-11 02:14:46+00:00,in
2208,"CATAT!!! Warga Kotim Sudah Bisa Mendapat Layanan Vaksin Booster, Begini Caranya https://t.co/p1zdNywJaZ",2022-02-11 02:14:44+00:00,in
2209,"Bupati kasmarni imbau masyarakat tidak takut vaksin booster
Prokes Jangan Kendor https://t.co/CMDADBTztG",2022-02-11 02:14:41+00:00,in
2210,"Jadwal Vaksin Surabaya, Dosis 2&amp;3 (Booster) di Royal Plaza Surabaya 14-19 Februari, 1.500 Kuota Per Hari https://t.co/6s9apFuO5Y",2022-02-11 02:14:38+00:00,in
2211,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/wBqSB89F8A",2022-02-11 02:14:12+00:00,in
2212,"Abis disuntik booster terus mikirin si vaksin menyebar ke darah sampe ke DNA2nya gtu, sel2 darah merah nya tergambarkan 🤣🤣",2022-02-11 02:13:09+00:00,in
2213,"IMBAU MASYARAKAT TIDAK TAKO VAKSIN BOOSTER
Prokes Jangan Kendor https://t.co/gJParZ8epH",2022-02-11 02:12:19+00:00,in
2214,"Majelis Ulama Indonesia (MUI) meminta pemerintah untuk menyediakan vaksin halal guna disuntikkan kepada masyarakat Indonesia. Terlebih, saat ini pemerintah tengah mengadakan program vaksinasi dosis ketiga atau booster. https://t.co/P4MVkM3sCS",2022-02-11 02:12:08+00:00,in
2216,@sugamylilmeow Ha? Belum vaksin? Belum booster aja apa belum vaksin sama sekali??,2022-02-11 02:11:53+00:00,in
2217,"Gubernur Kalteng imbau masyarakat tidak perlu takut vaksin booster

Prokes Jangan Kendor https://t.co/UTfVPlZoBN",2022-02-11 02:10:40+00:00,in
2218,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩
Prokes Jangan Kendor
https://t.co/vnQGFQ1koW",2022-02-11 02:10:34+00:00,in
2220,"update 24 jam setelah booster; lengan yg disuntik masih sakiiittttt wkwk. dulu vaksin 1&amp;2 dibawa tidur besoknya udah sembuh, tp ini malah makin sakit 😂 tp emang kata perawatnya booster lebih bikin pegel si. semalem juga sempet sumeng",2022-02-11 02:10:09+00:00,in
2221,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/ZmRseQT3AX",2022-02-11 02:09:57+00:00,in
2223,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman. Prokes Jangan Kendor
https://t.co/rxc4NW7VkQ",2022-02-11 02:08:52+00:00,in
2224,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda. Prokes Jangan Kendor
https://t.co/QRvQ4Em5ag",2022-02-11 02:08:39+00:00,in
2225,"Vaksin booster harus terus di laksanakan
Prokes Jangan Kendor https://t.co/ELS92ddI1O",2022-02-11 02:08:36+00:00,in
2226,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
Prokes Jangan Kendor
https://t.co/6Rb3GdRwgt",2022-02-11 02:08:29+00:00,in
2227,Vaksin booster di polsek beji depok sepi bgt gaes,2022-02-11 02:08:19+00:00,in
2228,"Gubernur Kalteng Imbau Masyarakat tidak perlu takut vaksin booster
Prokes Jangan Kendor https://t.co/wpIwRU4Amk",2022-02-11 02:07:40+00:00,in
2229,"Gubernur Kalteng Imbau Masyarakat tidak perlu takut vaksin booster
Prokes Jangan Kendor https://t.co/LEqcRPajUB",2022-02-11 02:07:39+00:00,in
2230,@helodarl Mau tanya setelah vaksin ke 2. Terus vaksin booster itu jarak nya berapa bulan. Ya,2022-02-11 02:07:37+00:00,in
2231,"Gw sih ada di salah 1 pihak
Karena prinsip gw, selingkuh itu salah
Apapun alasannya
Cuma ga mw ikutan ribut
Sedang menikmati KIPI vaksin booster Astra Zeneca",2022-02-11 02:07:21+00:00,in
2232,Lagi begadang depan PC tetiba nerima sms dari DGS Portugal. Diam-diam dia daftarin booster vaksin covid19 yang ketiga. So sweet juga😂 https://t.co/bto44RiVBu,2022-02-11 02:06:59+00:00,in
2233,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman
https://t.co/iwNBtV14Bm

Prokes Jangan Kendor",2022-02-11 02:06:40+00:00,in
2234,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
https://t.co/jXajSUD1gA

Prokes Jangan Kendor",2022-02-11 02:06:39+00:00,in
2235,Aku habis vaksin booster,2022-02-11 02:06:30+00:00,in
2236,"Tekan Penyebaran Covid-19, Menteri Johnny: Vaksin Booster Aman, Tak Perlu Lagi Menunda
Prokes Jangan Kendor
https://t.co/T6Dz4aq1WF",2022-02-11 02:06:00+00:00,in
2237,"Bupati Nagan Raya Dapat Booster: Vaksin Covid-19 Aman
Prokes Jangan Kendor
https://t.co/evTIuAXe3p",2022-02-11 02:05:56+00:00,in
2238,"Need info vaksin booster pfizer area depok, bogor, jakarta for today please 🙏",2022-02-11 02:05:43+00:00,en
2240,vaksin booster emg juara 🥱,2022-02-11 02:05:13+00:00,et
2241,HAI. AKU UDAH VAKSIN BOOSTER.,2022-02-11 02:04:50+00:00,in
2242,@thursdaypril @ipb_menfess Vaksin booster. -s,2022-02-11 02:04:38+00:00,et
2244,@Txtmlbb sudah vaksin dan booster belom min?,2022-02-11 02:02:54+00:00,in
2245,memang la meningkat cibai sebab hang ugut kata sijil vaksin tak laku klu x booster.. statement bodoh https://t.co/z9ApHcJZG0,2022-02-11 02:00:49+00:00,in
2246,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/pLlAaRQPUI",2022-02-11 02:00:22+00:00,in
2247,Tepar bgt ni vaksin booster bikin gue kagak bisa ngapa2in sampe solat aja duduk saking berdiri malah item semua pandangan 🙂,2022-02-11 02:00:17+00:00,in
2248,"Badan Pengawas Obat dan Makanan (BPOM), kini vaksin Merah Putih memasuki tahap uji klinis fase pertama.

#Booster #Vaksin #vaksinasi #Omicron #OmicronVirus #OmicronVariant #Corona #coronavirus #COVID19 #COVID #RakyatMerdeka #RMid

https://t.co/abkrE2JIt7",2022-02-11 02:00:01+00:00,in
2249,Vaksin booster wajib gak si :( aku sarieun demam tinggi lagi 🤣,2022-02-11 01:58:01+00:00,in
2250,tiket vaksin booster gue belum keluar2 dah kan mau main,2022-02-11 01:57:20+00:00,in
2251,"Pemerintah Provinsi DKI Jakarta mengimbau masyarakat untuk segera melakukan vaksin dosis tiga sesuai dengan ketersediaan jenis vaksin di fasilitas-fasilitas kesehatan. 

#merahputihcom #vaksinbooster #update  

https://t.co/h5PlddgQ9D",2022-02-11 01:57:00+00:00,in
2252,"@incitu Swab ke yg tdk bergejala dan sdh booster ad/ wujud ketdkpercayaan pd efektifitas vaksin.

Dgn penyebaran Omicron yg sangat masif, terlalu banyak yg tdk terjangkau test.
Utk apa test 1/10 yg tdk bergejala, kalau 9/10 tdk terjangkau test.

Swedia stop test👇
https://t.co/11YG08rGW6",2022-02-11 01:56:14+00:00,in
2254,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/JpY6O9OGCj",2022-02-11 01:54:32+00:00,in
2255,"bukan ketersediaan booster rendah

banyak banget.

warganya aja yg lelet cek tiket vaksin ketiga kayak situ https://t.co/2NADCM7Ea9",2022-02-11 01:54:12+00:00,in
2256,GAPAPA SUMPAH 🙃 AYOK SINI SAKITIN AKU LAGI AKU MASIH KUAT UDAH VAKSIN 2 KALI ABIS INI MAU BOOSTER JUGA KOK 🙂 https://t.co/y09WbEuvht,2022-02-11 01:52:44+00:00,in
2257,Anjir bekas vaksin booster kaya bengkak. Tapi ku menikmati 😁 tricep gue jadi gede,2022-02-11 01:51:04+00:00,in
2259,"Pagi min @gojekindonesia 🙏
Ini untuk vaksin booster driver  gojek gimana ya?
Apakah harus nunggu undangan dari gojek?
Atau vaksin sendiri di lokasi terdekat ?
Mohon arahannya min 🙏",2022-02-11 01:50:56+00:00,in
2260,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/U5OuVTAd8c",2022-02-11 01:50:40+00:00,in
2262,Menkes Ungkap Vaksin Merah Putih sebagai Booster dan Vaksin Donasi https://t.co/x3qUEaqF23,2022-02-11 01:49:24+00:00,in
2264,"Pada hari Jumat tanggal 11 Februari 2021 pukul 08.00 2 orang anggota Koramil 02/Musuk berserta anggota jajaran koramil lainnya melaksanakan Vaksin Booster di Klinik Kartika Kodim 0724/Boyolali.
Kegiatan berlangsung aman dan lancar. https://t.co/Vvn2zbZzVQ",2022-02-11 01:48:01+00:00,in
2265,@theedgemalaysia Just take home made remedy immunation to booster! Most of the vaksin are trial basis or emergency purpose for ahort period!,2022-02-11 01:47:36+00:00,en
2267,"Ramp up vaksin booster, start border reopening https://t.co/e6XjBLeym8",2022-02-11 01:47:10+00:00,en
2268,"RT @IDFreeport: Per 7 Februari 2022, kami mulai melaksanakan vaksinasi ketiga (booster) bagi para karyawan di area kerja. Vaksinasi ketiga…",2022-02-11 01:47:09+00:00,in
2269,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/2qCzXUqAnM",2022-02-11 01:46:00+00:00,in
2271,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/Ef40L7BCNO",2022-02-11 01:45:13+00:00,in
2273,@AhmadSalmanTea Mau vaksin booster walau ga punya ayang booster,2022-02-11 01:44:01+00:00,in
2275,"Terima Vaksin Booster Pfizer, Bima Arya : Alhamdulillah tidak ada Efek yang Dikhawatirkan https://t.co/o9Opt0vnsT lewat @radarbogorID",2022-02-11 01:43:37+00:00,in
2276,vaksin booster dulu kak,2022-02-11 01:43:07+00:00,tr
2277,"Jajaran Kemenkumham Sulbar Divaksinasi Booster dengan Jenis Vaksin Pfizer #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti 
 
https://t.co/GeLw7kVQsG",2022-02-11 01:42:57+00:00,in
2280,"Radar Bogor : Terima Vaksin Booster Pfizer, Bima Arya : Alhamdulillah tidak ada Efek yang Dikh  https://t.co/UQDOZwbI94",2022-02-11 01:40:07+00:00,in
2281,@celotehdrmalar @Khairykj Dr mohon pencerahan tentang aefi..sbb byk case saya dgr badan x sihat macam dulu lps ambik vaksin covid.....btw saya dh lengkap booster alhamdulillah saya baik2 je sepanjang terima vaksin✌,2022-02-11 01:38:56+00:00,in
2282,"Petugas Rutan Majene Vaksin Booster Karutan Ini Sebagai Ikhtiar Kita dalam Pencegahan Covid19 #KumhamSulbar #KanwilSulbar #NewsKemenkumham @NewsKemenkumham #KamiPasti #KemenkumhamSemakinPasti @LaolyYasonna
https://t.co/8GPxofHkVd",2022-02-11 01:38:29+00:00,in
2283,@abahjpg Vaksin booster ke 3 nih wkwk,2022-02-11 01:38:23+00:00,in
2285,"RT @yutaberry: Sampai sini udah ngerti kan ya, kenapa booster vaksin seharusnya dengan merk vaksin yang sama.

Yuk lanjut bahas lagi, kalau…",2022-02-11 01:37:57+00:00,in
2286,"Asikkkk di PeduliLindungi dah dapat ticket untuk booster 🥰🥰 siapin waktu untuk hunting lokasi vaksin nih 

#StaySafe 
#BoosterVaksin",2022-02-11 01:37:13+00:00,in
2287,Bismillah. Hari ini overtime 2 jam dan ada agenda vaksin booster juga 🙏🏻,2022-02-11 01:36:15+00:00,in
2288,"RT @yutaberry: Wajib untuk diketahui rekan vet dan pet owners, bila ingin melakukan booster vaksin pada hewan muda, seharusnya menggunakan…",2022-02-11 01:36:00+00:00,in
2289,abis vaksin booster ni kepala rasanya kaya ditarik kenceng bgt astagaa,2022-02-11 01:35:49+00:00,in
2291,"Ayo Vaksin Booster

#TetapPatuhiProkes 
#ayovaksin https://t.co/0ErGBQbGe1",2022-02-11 01:34:23+00:00,tr
